from,to,score
AT1G02340,AT3G58120,0.010093
AT5G10030,AT1G01240,0.010093
AT3G23690,AT3G21055,0.010093
AT3G62090,AT5G42960,0.010092
AT4G00480,AT1G13950,0.010092
AT5G38860,AT2G34770,0.010091
AT4G36730,AT1G72160,0.010091
AT4G30180,AT3G24050,0.010091
AT5G38860,AT1G21370,0.010091
AT3G20640,AT1G75200,0.010091
AT1G73830,AT5G63380,0.010091
AT1G43700,AT3G19540,0.010091
AT1G06850,AT5G59960,0.010091
AT3G56970,AT2G40120,0.01009
AT2G21230,AT2G42260,0.01009
AT5G65210,AT1G31050,0.01009
AT1G02340,AT1G79530,0.01009
AT3G56850,AT1G20110,0.01009
AT3G56850,AT1G10522,0.01009
AT5G28770,AT5G24830,0.01009
AT1G63650,AT4G00840,0.01009
AT1G51140,AT2G21330,0.010089
AT1G12860,AT5G66090,0.010089
AT1G03040,AT2G21080,0.010089
AT4G00480,AT5G03770,0.010089
AT4G30180,AT3G47080,0.010089
AT1G31050,AT5G52210,0.010089
AT5G11260,AT1G11870,0.010088
AT2G16770,AT3G52880,0.010088
AT4G29930,AT5G15910,0.010087
AT4G09180,AT3G15210,0.010087
AT5G49450,AT2G28470,0.010087
AT5G65210,AT5G66460,0.010087
AT3G57800,AT3G59490,0.010087
AT5G53210,AT3G48810,0.010087
AT3G17100,AT2G07360,0.010087
AT5G67110,AT1G72210,0.010087
AT1G68880,AT3G09570,0.010086
AT5G46760,AT3G26180,0.010086
AT1G02340,AT5G11420,0.010086
AT2G43010,AT1G07440,0.010086
AT1G51140,AT1G61780,0.010086
AT4G02590,AT2G40120,0.010085
AT4G01120,AT2G01918,0.010085
AT5G38860,AT1G27600,0.010084
AT2G46810,AT4G11570,0.010084
AT4G17880,AT4G18230,0.010084
AT1G66470,AT3G03210,0.010084
AT3G51960,AT3G24140,0.010084
AT1G43700,AT1G79530,0.010084
AT1G06070,AT3G02550,0.010083
AT2G31280,AT5G16800,0.010083
AT1G29950,AT3G59500,0.010083
AT2G18300,AT5G65140,0.010083
AT5G46690,AT2G43810,0.010083
AT2G46270,AT1G62710,0.010082
AT3G62090,AT1G18460,0.010082
AT4G01120,AT2G43970,0.010082
AT3G54620,AT1G03610,0.010081
AT2G46510,AT1G55480,0.010081
AT1G66470,AT5G39570,0.010081
AT1G62975,AT3G25110,0.010081
AT2G21230,AT4G37390,0.010081
AT4G30980,AT5G65140,0.01008
AT4G14410,AT4G28940,0.01008
AT5G65640,AT1G75200,0.01008
AT4G14410,AT3G15640,0.01008
AT1G49720,AT1G50575,0.01008
AT5G51790,AT3G49570,0.010079
AT2G16770,AT1G72500,0.010079
AT1G68880,AT1G53510,0.010079
AT1G66470,AT4G35260,0.010079
AT1G05805,AT2G41130,0.010078
AT1G12860,AT1G75770,0.010078
AT2G31280,AT5G63680,0.010077
AT2G35530,AT5G47100,0.010077
AT2G24260,AT4G37390,0.010077
