from,to,score
AT1G45249,AT2G36895,0.013652
AT3G19860,AT1G23190,0.013652
AT1G68810,AT5G52990,0.013652
AT5G62610,AT1G73480,0.013651
AT4G36930,AT3G01970,0.013651
AT4G01120,AT3G52110,0.013651
AT2G24260,AT4G37800,0.013651
AT4G36060,AT4G38060,0.01365
AT3G56850,AT1G33260,0.01365
AT5G44080,AT5G03070,0.013649
AT1G02340,AT3G52100,0.013649
AT1G42990,AT1G18500,0.013648
AT3G06590,AT5G42650,0.013648
AT1G35460,AT3G15950,0.013648
AT5G54680,AT2G43970,0.013648
AT5G10030,AT4G10730,0.013648
AT5G08130,AT3G12970,0.013648
AT1G10610,AT1G13700,0.013647
AT4G30180,AT3G63490,0.013646
AT1G71200,AT5G37350,0.013646
AT1G74500,AT3G06030,0.013645
AT4G29100,AT1G67300,0.013645
AT3G17100,AT3G61710,0.013644
AT1G05805,AT1G19970,0.013644
AT1G63650,AT3G11770,0.013643
AT3G62090,AT3G11590,0.013643
AT3G54620,AT2G22730,0.013643
AT5G49450,AT1G05340,0.013643
AT2G46270,AT5G15265,0.013642
AT1G06070,AT5G16505,0.013642
AT2G46270,AT1G73480,0.013641
AT3G05800,AT2G40860,0.013641
AT1G32640,AT1G80530,0.013641
AT1G45249,AT3G10815,0.01364
AT1G68920,AT3G25400,0.01364
AT5G38860,AT1G22710,0.01364
AT5G53210,AT1G19180,0.01364
AT4G17880,AT3G53350,0.013639
AT1G19490,AT4G15110,0.013639
AT4G00480,AT4G32760,0.013639
AT1G01260,AT2G47350,0.013638
AT2G47270,AT4G11330,0.013638
AT4G35040,AT3G63460,0.013638
AT3G23690,AT1G66500,0.013637
AT2G22850,AT3G53670,0.013636
AT1G32640,AT5G46420,0.013636
AT4G25400,AT5G52070,0.013635
AT4G17880,AT4G35783,0.013634
AT4G01120,AT1G18400,0.013634
AT2G46810,AT4G14605,0.013634
AT5G46760,AT2G45210,0.013634
AT1G43700,AT1G25220,0.013634
AT3G57800,AT3G27380,0.013634
AT5G38860,AT5G05270,0.013633
AT3G05800,AT1G30690,0.013632
AT3G62090,AT1G78370,0.013632
AT1G27660,AT2G27230,0.013632
AT2G40950,AT4G00570,0.013631
AT5G50915,AT4G00480,0.013631
AT1G32640,AT3G54760,0.013631
AT2G40620,AT4G39640,0.01363
AT1G35460,AT5G60790,0.013629
AT2G35530,AT2G44620,0.013629
AT3G17100,AT2G43060,0.013629
AT4G36730,AT2G26740,0.013628
AT1G35460,AT5G17523,0.013628
AT5G38860,AT4G29930,0.013627
AT2G20180,AT5G39800,0.013626
AT1G12860,AT1G19970,0.013626
AT3G19860,AT1G80420,0.013625
AT4G35900,AT1G69370,0.013625
AT5G57150,AT1G13250,0.013625
AT4G30980,AT1G25350,0.013624
AT3G58120,AT5G15970,0.013623
AT2G31370,AT5G59840,0.013623
AT4G00480,AT4G23600,0.013623
AT4G36730,AT1G73500,0.013623
AT3G62090,AT4G08290,0.013623
AT4G30980,AT4G05020,0.013623
AT1G02340,AT4G30780,0.013622
AT5G49450,AT2G47400,0.013622
AT3G10800,AT4G27840,0.013621
AT1G01260,AT2G46310,0.013621
AT3G54620,AT2G27230,0.013621
AT1G69010,AT2G21660,0.01362
AT1G42990,AT4G16970,0.01362
AT3G06590,AT2G40810,0.013619
AT1G10610,AT5G22608,0.013619
AT3G23210,AT3G27220,0.013619
AT5G06960,AT1G55370,0.013619
AT4G16430,AT5G04340,0.013619
AT5G49450,AT3G14150,0.013619
AT2G40620,AT3G57870,0.013618
AT5G15830,AT3G09480,0.013618
AT5G46690,AT3G14990,0.013617
AT3G26744,AT4G14600,0.013617
AT3G54620,AT1G56330,0.013617
AT2G31730,AT5G55390,0.013616
AT5G38860,AT4G13160,0.013616
AT4G29930,AT1G05805,0.013615
AT5G08130,AT1G32640,0.013615
AT1G09530,AT1G69910,0.013614
AT2G31730,AT3G02140,0.013614
AT3G24140,AT5G64130,0.013614
AT4G29100,AT2G39440,0.013613
AT2G46810,AT1G44800,0.013613
AT1G01260,AT1G17210,0.013612
AT3G17100,AT3G03250,0.013612
AT5G54680,AT1G69910,0.013612
AT4G09180,AT2G06040,0.013611
AT5G15830,AT3G63430,0.01361
AT5G08130,AT3G06030,0.01361
AT5G49450,AT5G09995,0.013609
AT1G32640,AT5G19875,0.013609
AT2G47270,AT1G43670,0.013609
AT4G25400,AT2G10940,0.013609
AT3G12250,AT3G15790,0.013607
AT1G62975,AT1G55265,0.013606
AT5G10030,AT1G19720,0.013606
AT2G42280,AT2G45210,0.013603
AT2G22850,AT3G48820,0.013603
AT5G46760,AT4G17300,0.013603
AT4G37730,AT3G24090,0.013603
AT1G69010,AT1G14010,0.013602
AT5G08130,AT4G35040,0.013602
AT1G68810,AT1G66500,0.013601
AT4G36060,AT5G13930,0.0136
AT5G53210,AT1G13250,0.013599
AT2G31280,AT3G62530,0.013599
AT3G20640,AT1G21770,0.013599
AT2G24260,AT4G33945,0.013599
AT5G51780,AT3G15520,0.013598
AT2G22770,AT2G45820,0.013597
AT1G10610,AT5G60890,0.013596
AT4G34000,AT5G04150,0.013596
AT1G68880,AT3G09500,0.013596
AT1G69010,AT3G59820,0.013595
AT2G22850,AT1G18500,0.013595
AT1G74500,AT2G46610,0.013594
AT2G46270,AT3G50860,0.013594
AT1G68920,AT5G56600,0.013594
AT4G02590,AT1G69370,0.013593
AT5G15830,AT5G59960,0.013593
AT3G06590,AT5G16800,0.013593
AT4G16430,AT1G79410,0.013592
AT3G12250,AT3G05130,0.013591
AT5G67110,AT1G65820,0.013591
AT4G36060,AT1G75140,0.013591
AT3G54620,AT4G12790,0.01359
AT3G17100,AT2G25110,0.01359
AT3G24140,AT3G59765,0.01359
AT1G68920,AT4G08980,0.013589
AT1G73830,AT5G20070,0.013589
AT1G61660,AT1G79410,0.013589
AT1G32640,AT1G56200,0.013588
AT5G46690,AT2G29330,0.013588
AT5G28770,AT5G16010,0.013588
AT4G34000,AT2G38660,0.013588
AT2G20180,AT1G11720,0.013588
AT2G20180,AT1G56170,0.013587
AT4G36930,AT1G19370,0.013587
AT4G00050,AT5G14550,0.013586
AT2G20180,AT2G22850,0.013585
AT5G06960,AT4G39460,0.013584
AT5G10030,AT1G15740,0.013584
AT1G01260,AT4G26455,0.013583
AT1G18400,AT2G46930,0.013583
AT3G19290,AT1G02840,0.013582
AT5G06960,AT1G13600,0.013582
AT4G38900,AT1G13250,0.013581
AT1G05805,AT2G22850,0.013581
AT2G46270,AT5G56180,0.013581
AT1G31050,AT4G16760,0.013581
AT4G36730,AT1G25220,0.01358
AT1G22070,AT1G74840,0.01358
AT1G03970,AT1G10610,0.01358
AT3G10800,AT1G55480,0.013579
AT2G43140,AT5G05330,0.013579
AT3G06590,AT3G17650,0.013579
AT2G46270,AT2G37260,0.013579
AT2G41070,AT1G77370,0.013579
AT3G61950,AT3G52105,0.013579
AT1G09530,AT1G50440,0.013578
AT5G67110,AT5G46420,0.013578
AT1G31050,AT2G17560,0.013578
AT5G10030,AT4G01860,0.013578
AT2G42280,AT4G27870,0.013577
AT5G49450,AT2G30150,0.013576
AT3G58120,AT5G17190,0.013576
AT1G12860,AT1G23480,0.013576
AT5G57150,AT3G61950,0.013576
AT4G36540,AT5G42440,0.013575
AT4G36730,AT5G50230,0.013575
AT3G54620,AT1G19660,0.013575
AT5G49450,AT4G14500,0.013573
AT3G54620,AT2G41010,0.013573
AT1G74500,AT4G02425,0.013573
AT5G15830,AT4G23820,0.013573
AT3G24140,AT5G38470,0.013573
AT1G69010,AT3G48260,0.013573
AT4G35040,AT1G32410,0.013573
AT2G42280,AT3G20340,0.013572
AT1G49720,AT2G47790,0.013572
AT5G49450,AT4G01070,0.013571
AT3G62090,AT5G09650,0.01357
AT2G47270,AT3G46640,0.013569
AT5G28770,AT5G22580,0.013569
AT4G38900,AT4G27840,0.013568
AT3G06590,AT1G03520,0.013568
AT1G69010,AT2G18790,0.013568
AT3G19290,AT4G03200,0.013567
AT3G19290,AT2G39440,0.013567
AT5G54680,AT5G51690,0.013566
AT2G42280,AT5G05850,0.013565
AT5G08130,AT4G38430,0.013565
AT3G17100,AT1G27670,0.013565
AT1G10610,AT1G74840,0.013565
AT4G36930,AT3G21055,0.013565
AT2G24260,AT2G25110,0.013565
AT5G28770,AT2G43140,0.013565
AT3G61950,AT2G31390,0.013565
AT1G68920,AT3G57560,0.013564
AT1G08320,AT1G09490,0.013564
AT5G49450,AT3G25110,0.013564
AT3G51960,AT2G46910,0.013563
AT4G17880,AT5G12840,0.013563
AT4G36060,AT5G67230,0.013563
AT2G46810,AT5G43630,0.013563
AT1G62975,AT5G28770,0.013563
AT5G54680,AT5G60360,0.013562
AT4G34000,AT4G02020,0.013562
AT1G09530,AT3G44320,0.013562
AT3G59060,AT3G53710,0.013562
AT4G02640,AT2G24360,0.013562
AT2G22850,AT3G53170,0.013561
AT3G23210,AT2G46910,0.013561
AT5G49450,AT1G09210,0.013561
AT3G19290,AT3G09600,0.01356
AT4G35040,AT3G11050,0.01356
AT1G63650,AT3G20640,0.01356
AT3G26744,AT1G09490,0.013559
AT1G05710,AT5G39570,0.013559
AT2G21230,AT3G10340,0.013559
AT3G57800,AT5G65210,0.013559
AT5G65210,AT4G30080,0.013558
AT2G35530,AT2G21140,0.013558
AT4G00480,AT1G50110,0.013558
AT5G51780,AT1G26800,0.013557
AT2G31370,AT4G21105,0.013557
AT1G02340,AT1G74840,0.013557
AT1G09250,AT1G32690,0.013556
AT1G45249,AT1G74440,0.013556
AT1G01260,AT4G32620,0.013556
AT5G15830,AT4G25690,0.013556
AT2G21230,AT3G17810,0.013556
AT5G65210,AT1G14290,0.013555
AT1G10610,AT5G01075,0.013554
AT2G42380,AT1G64470,0.013554
AT2G31370,AT5G48610,0.013554
AT2G18300,AT4G01460,0.013553
AT4G36060,AT1G21370,0.013553
AT5G11260,AT1G72160,0.013553
AT4G35040,AT5G11090,0.013553
AT1G10610,AT5G54960,0.013553
AT1G43700,AT5G05980,0.013553
AT3G19290,AT5G66080,0.01355
AT2G46510,AT5G16060,0.01355
AT2G31370,AT3G12480,0.01355
AT5G08130,AT5G04460,0.01355
AT3G59060,AT5G08510,0.01355
AT5G10030,AT1G15750,0.01355
AT1G69010,AT2G24100,0.013549
AT3G58120,AT2G21880,0.013549
AT4G01120,AT1G05805,0.013549
AT1G27660,AT2G28160,0.013549
AT4G34000,AT3G19590,0.013548
AT5G65640,AT1G64890,0.013548
AT1G02340,AT3G06780,0.013548
AT1G22070,AT5G64860,0.013547
AT3G57800,AT2G42620,0.013547
AT4G30980,AT5G01270,0.013547
AT3G58120,AT4G39990,0.013547
AT1G59640,AT1G13970,0.013546
AT3G06590,AT2G42780,0.013546
AT5G38860,AT4G31115,0.013545
AT5G54680,AT3G05800,0.013545
AT2G31280,AT3G53180,0.013544
AT3G20640,AT3G29075,0.013544
AT5G28770,AT1G11890,0.013544
AT1G09530,AT1G05805,0.013543
AT2G42280,AT4G30780,0.013542
AT5G54680,AT3G17810,0.013542
AT2G31370,AT5G13740,0.013542
AT3G54620,AT5G18670,0.013542
AT1G63650,AT5G02100,0.013542
AT1G73830,AT1G68880,0.013541
AT2G46510,AT5G60940,0.013541
AT5G10030,AT3G48820,0.01354
AT1G19490,AT4G25670,0.01354
AT2G22770,AT1G17220,0.01354
AT5G28770,AT3G15790,0.01354
AT2G46510,AT3G61630,0.01354
AT2G31730,AT3G58180,0.013539
AT2G40950,AT1G07590,0.013539
AT1G03970,AT5G24710,0.013539
AT4G36730,AT2G15960,0.013539
AT3G47640,AT1G77680,0.013539
AT5G11260,AT1G61790,0.013538
AT1G06070,AT5G65920,0.013538
AT1G61660,AT5G04070,0.013538
AT2G43060,AT2G21230,0.013538
AT3G61950,AT3G45230,0.013537
AT2G24260,AT5G64050,0.013537
AT3G12250,AT4G33010,0.013535
AT3G19290,AT4G33080,0.013535
AT1G51070,AT3G24440,0.013535
AT2G16770,AT4G16660,0.013534
AT5G38860,AT1G74840,0.013534
AT2G43060,AT5G19120,0.013534
AT2G31280,AT1G77260,0.013533
AT4G34000,AT1G28530,0.013533
AT5G10030,AT3G59220,0.013532
AT2G31730,AT1G76065,0.013532
AT1G10610,AT5G57410,0.013532
AT1G22070,AT1G75180,0.013532
AT1G10120,AT5G10330,0.013531
AT4G38900,AT5G18190,0.013531
AT3G10800,AT1G52220,0.013531
AT4G35040,AT5G27730,0.01353
AT3G56850,AT5G62090,0.01353
AT5G49450,AT1G32760,0.01353
AT1G42990,AT3G05500,0.013529
AT3G51960,AT4G33520,0.013528
AT3G26744,AT3G50790,0.013528
AT5G50915,AT5G02790,0.013528
AT1G09250,AT1G71697,0.013528
AT1G13600,AT5G56980,0.013528
AT1G19490,AT1G22400,0.013527
AT2G46510,AT5G01170,0.013527
AT2G22770,AT5G66090,0.013527
AT1G68880,AT1G73830,0.013527
AT2G22770,AT1G67880,0.013527
AT5G38860,AT2G03470,0.013526
AT5G50915,AT3G15520,0.013525
AT5G46760,AT1G77660,0.013525
AT1G35460,AT1G26670,0.013525
AT1G43700,AT5G15650,0.013525
AT5G65640,AT1G74690,0.013525
AT3G26744,AT5G27670,0.013525
AT4G30410,AT5G03150,0.013524
AT5G10030,AT3G04260,0.013524
AT2G42380,AT5G52560,0.013524
AT1G32640,AT1G77370,0.013524
AT4G38900,AT3G57560,0.013523
AT2G31370,AT1G19700,0.013523
AT1G31050,AT1G19980,0.013522
AT3G62090,AT1G72020,0.013522
AT3G59060,AT5G10080,0.013521
AT2G31370,AT3G19840,0.013519
AT4G35040,AT4G19040,0.013519
AT3G57800,AT4G01120,0.013518
AT5G61270,AT1G63970,0.013518
AT5G11260,AT2G31010,0.013518
AT5G61270,AT5G47640,0.013517
AT3G17100,AT3G05710,0.013517
AT2G27230,AT5G24970,0.013516
AT1G32640,AT3G24440,0.013516
AT1G73830,AT3G24440,0.013516
AT4G01120,AT1G11960,0.013516
AT5G49450,AT3G51830,0.013515
AT3G06590,AT3G05160,0.013515
AT5G28770,AT1G71080,0.013515
AT4G01120,AT5G67110,0.013514
AT2G18300,AT5G13400,0.013514
AT5G51780,AT2G47920,0.013513
AT1G61660,AT3G21220,0.013513
AT1G68920,AT2G46270,0.013512
AT2G43060,AT4G22890,0.013511
AT1G09250,AT4G00080,0.013511
AT1G05805,AT4G01670,0.013511
AT3G56850,AT5G05380,0.013511
AT2G31370,AT1G78510,0.013511
AT1G35460,AT1G24530,0.013511
AT1G29950,AT5G14500,0.013511
AT1G09530,AT3G53670,0.01351
AT3G51960,AT1G13560,0.01351
AT1G62975,AT2G37478,0.013509
AT3G59060,AT1G65820,0.013508
AT3G26744,AT4G33540,0.013508
AT1G32150,AT5G05480,0.013508
AT3G12250,AT5G52990,0.013507
AT2G35530,AT4G19710,0.013507
AT1G62975,AT4G16490,0.013506
AT5G67110,AT2G48000,0.013506
AT2G42280,AT2G39810,0.013506
AT5G38860,AT1G77480,0.013506
AT4G00050,AT5G03285,0.013506
AT2G28160,AT4G35040,0.013505
AT4G36540,AT1G13570,0.013504
AT1G06070,AT1G19310,0.013504
AT5G54680,AT1G30290,0.013503
AT5G65210,AT5G13760,0.013502
AT3G07340,AT3G58980,0.013502
AT1G09530,AT1G11180,0.013502
AT2G31370,AT3G24840,0.013501
AT5G28770,AT4G27940,0.013501
AT5G67110,AT5G11090,0.013501
AT1G26260,AT5G52070,0.013501
AT5G11260,AT1G79350,0.0135
AT4G30980,AT4G26940,0.0135
AT5G06950,AT1G28540,0.0135
AT3G24140,AT4G14660,0.013499
AT5G50915,AT3G12570,0.013499
AT2G21230,AT3G51470,0.013499
AT3G59060,AT1G55150,0.013499
AT2G46270,AT2G34620,0.013499
AT2G46270,AT3G11210,0.013498
AT5G10030,AT5G11530,0.013498
AT1G32640,AT2G34620,0.013497
AT3G58120,AT3G60340,0.013497
AT4G30980,AT1G30690,0.013497
AT1G08320,AT3G11050,0.013497
AT2G40950,AT4G36890,0.013496
AT5G46690,AT4G00480,0.013496
AT3G20640,AT1G75460,0.013496
AT4G37730,AT4G35783,0.013495
AT4G01120,AT4G14680,0.013494
AT5G06960,AT4G35140,0.013494
AT5G54680,AT1G70490,0.013494
AT3G57800,AT5G64130,0.013494
AT4G35040,AT1G51540,0.013493
AT1G51140,AT1G31410,0.013493
AT4G36930,AT2G22840,0.013493
AT5G15830,AT3G12250,0.013493
AT3G62090,AT2G18950,0.013493
AT2G24260,AT1G06070,0.013492
AT2G24260,AT3G06868,0.013492
AT3G57800,AT1G70710,0.013492
AT5G38860,AT4G37800,0.013492
AT1G03970,AT5G44280,0.013491
AT1G10610,AT5G28640,0.013491
AT1G06070,AT2G37250,0.013491
AT3G05800,AT4G29540,0.013491
AT1G06850,AT1G15215,0.01349
AT3G23690,AT2G37060,0.01349
AT2G46270,AT1G59910,0.01349
AT5G11260,AT1G55240,0.013489
AT4G01120,AT5G61820,0.013488
AT5G57150,AT5G20190,0.013488
AT2G43010,AT4G36910,0.013488
AT1G32640,AT2G01918,0.013487
AT5G46760,AT1G64990,0.013486
AT2G31280,AT5G61820,0.013486
AT1G63650,AT1G23740,0.013484
AT1G09250,AT4G32295,0.013484
AT3G05800,AT2G24150,0.013484
AT3G23210,AT4G00080,0.013484
AT2G40620,AT4G31080,0.013483
AT5G08130,AT1G16540,0.013483
AT2G40620,AT4G08980,0.013483
AT1G31050,AT2G20724,0.013482
AT3G47640,AT1G32640,0.013482
AT1G13600,AT2G40880,0.013482
AT1G73830,AT1G07660,0.013482
AT4G36540,AT5G56600,0.013481
AT2G46510,AT1G75690,0.013481
AT3G17100,AT1G56200,0.01348
AT1G27660,AT2G40620,0.01348
AT2G22770,AT2G22470,0.01348
AT2G31730,AT3G50360,0.01348
AT2G21230,AT5G10030,0.01348
AT5G08130,AT5G13480,0.013479
AT2G35530,AT3G06868,0.013479
AT1G06070,AT4G00630,0.013478
AT3G10800,AT2G24390,0.013478
AT2G43010,AT5G39570,0.013478
AT5G51790,AT2G47920,0.013478
AT1G22070,AT1G68190,0.013477
AT3G23690,AT5G65300,0.013476
AT2G18300,AT4G09500,0.013476
AT4G30410,AT4G38060,0.013476
AT1G68880,AT4G10730,0.013476
AT1G01260,AT4G31080,0.013476
AT1G09530,AT2G41312,0.013476
AT1G19490,AT4G18010,0.013475
AT4G01120,AT3G61710,0.013475
AT1G68920,AT2G46535,0.013475
AT4G00050,AT1G50440,0.013475
AT1G68880,AT4G04970,0.013475
AT5G15830,AT1G61340,0.013474
AT1G43700,AT3G21870,0.013474
AT3G26744,AT5G22730,0.013474
AT1G45249,AT4G09180,0.013473
AT1G77920,AT5G07270,0.013473
AT4G01460,AT1G74310,0.013473
AT1G08320,AT1G32120,0.013473
AT1G51070,AT3G52230,0.013472
AT5G44080,AT2G46700,0.013472
AT3G54620,AT3G26910,0.013472
AT2G21230,AT4G03030,0.013471
AT3G58120,AT5G39660,0.013471
AT1G68640,AT5G04900,0.013471
AT5G54680,AT5G54520,0.013471
AT3G54620,AT2G03120,0.013471
AT1G77920,AT5G16420,0.01347
AT4G29100,AT4G19020,0.01347
AT5G67110,AT1G60600,0.013469
AT4G36060,AT4G18520,0.013469
AT5G06960,AT3G56330,0.013467
AT3G17100,AT2G22730,0.013465
AT2G31280,AT1G07470,0.013465
AT5G06960,AT5G53570,0.013465
AT1G63650,AT5G04000,0.013465
AT1G62975,AT5G21930,0.013464
AT1G29950,AT3G53402,0.013463
AT5G57150,AT1G50010,0.013463
AT2G31280,AT2G22190,0.013463
AT4G36540,AT3G59220,0.013463
AT5G28770,AT3G21670,0.013463
AT5G08130,AT3G59780,0.013462
AT1G02340,AT4G13050,0.013462
AT3G10800,AT5G48930,0.013462
AT5G54680,AT1G29395,0.013462
AT5G54680,AT4G19020,0.013462
AT5G46690,AT1G20110,0.013462
AT4G01460,AT5G28770,0.013461
AT4G25400,AT1G60790,0.013461
AT2G31280,AT4G26840,0.013461
AT4G30180,AT4G38430,0.01346
AT2G41070,AT1G50450,0.013459
AT3G56850,AT2G46230,0.013459
AT5G54680,AT1G27000,0.013459
AT3G54620,AT4G34860,0.013458
AT5G44080,AT3G23580,0.013458
AT5G11260,AT5G08050,0.013458
AT2G13130,AT1G54200,0.013458
AT4G36930,AT5G42440,0.013457
AT1G01260,AT1G07480,0.013457
AT1G26260,AT5G17240,0.013457
AT1G10610,AT1G19570,0.013457
AT5G50915,AT1G79260,0.013456
AT1G18400,AT2G18170,0.013456
AT1G31050,AT3G11330,0.013456
AT5G08130,AT1G54500,0.013455
AT1G06070,AT1G28360,0.013455
AT3G23690,AT5G63650,0.013455
AT5G53210,AT5G24980,0.013454
AT3G19290,AT1G66760,0.013454
AT5G61270,AT2G48000,0.013453
AT4G36060,AT4G29540,0.013453
AT3G56850,AT2G17350,0.013453
AT4G30180,AT3G47640,0.013453
AT1G74500,AT4G01940,0.013452
AT3G56970,AT5G45410,0.013452
AT1G68920,AT1G77260,0.013452
AT1G02340,AT4G33520,0.013452
AT5G28770,AT5G13400,0.013451
AT1G08320,AT2G37750,0.013451
AT1G68920,AT1G05030,0.01345
AT5G54680,AT4G16650,0.01345
AT1G68880,AT3G02570,0.013449
AT1G02340,AT5G10745,0.013449
AT3G62090,AT5G56210,0.013449
AT2G28160,AT5G03070,0.013449
AT5G57150,AT5G65940,0.013449
AT5G65210,AT3G17580,0.013449
AT4G34000,AT2G39450,0.013449
AT4G01120,AT4G31360,0.013449
AT5G53210,AT4G20362,0.013449
AT1G13600,AT3G29320,0.013448
AT2G43140,AT3G15210,0.013448
AT1G63650,AT1G09530,0.013448
AT2G43010,AT3G02540,0.013447
AT1G45249,AT4G37460,0.013446
AT1G02340,AT5G63650,0.013446
AT1G68810,AT3G62100,0.013446
AT1G63650,AT2G36080,0.013446
AT4G36930,AT1G20610,0.013446
AT2G22770,AT1G75460,0.013446
AT1G31050,AT2G24360,0.013445
AT4G01120,AT1G09470,0.013445
AT4G02640,AT3G62530,0.013445
AT4G00480,AT3G22670,0.013444
AT1G42990,AT4G29270,0.013444
AT4G36730,AT3G22370,0.013443
AT4G29100,AT5G24980,0.013442
AT2G31370,AT4G01280,0.013442
AT1G10610,AT1G18360,0.013442
AT5G08130,AT3G54620,0.013441
AT5G10030,AT3G09670,0.013441
AT3G56850,AT3G45310,0.01344
AT4G30980,AT1G08190,0.013438
AT5G50915,AT3G17680,0.013438
AT3G57800,AT2G44620,0.013437
AT1G27660,AT1G47820,0.013437
AT2G31730,AT2G20370,0.013437
AT1G66470,AT3G51450,0.013436
AT3G23210,AT1G62950,0.013436
AT5G28770,AT3G02150,0.013436
AT1G12860,AT2G21860,0.013435
AT4G36930,AT1G79440,0.013435
AT2G22850,AT1G80480,0.013434
AT1G18400,AT3G02980,0.013434
AT5G49450,AT5G65940,0.013434
AT1G68810,AT1G55520,0.013433
AT2G22850,AT3G53880,0.01343
AT4G38900,AT5G21930,0.01343
AT2G31370,AT3G05500,0.01343
AT2G40950,AT1G13740,0.01343
AT4G02640,AT4G33540,0.013429
AT2G40950,AT4G25390,0.013429
AT4G00050,AT5G10870,0.013428
AT1G68880,AT2G07360,0.013428
AT5G38860,AT3G46590,0.013428
AT1G68880,AT3G50790,0.013427
AT1G35460,AT5G56190,0.013427
AT1G12860,AT5G03285,0.013426
AT5G67110,AT2G46930,0.013425
AT4G00050,AT1G48330,0.013425
AT1G32640,AT1G11890,0.013425
AT5G10030,AT1G18040,0.013425
AT1G72210,AT2G20515,0.013424
AT2G40620,AT3G50790,0.013424
AT5G04150,AT1G13250,0.013424
AT1G06850,AT1G56330,0.013424
AT1G68920,AT5G55840,0.013423
AT1G51140,AT3G52880,0.013423
AT2G42280,AT4G24200,0.013423
AT3G07340,AT1G58340,0.013421
AT3G54620,AT3G57880,0.013421
AT1G49720,AT2G18170,0.013421
AT2G31280,AT5G13850,0.013421
AT1G68640,AT5G04000,0.013421
AT2G16770,AT4G33010,0.013419
AT3G19860,AT5G45472,0.013419
AT2G31730,AT4G00570,0.013419
AT1G63650,AT5G40910,0.013418
AT1G63650,AT3G06780,0.013418
AT5G65640,AT1G33390,0.013418
AT5G15830,AT3G46630,0.013417
AT1G32640,AT1G69330,0.013417
AT1G61660,AT3G12300,0.013417
AT1G31050,AT1G50440,0.013417
AT5G39860,AT5G05250,0.013417
AT5G15830,AT5G57900,0.013416
AT3G20640,AT1G72140,0.013416
AT3G62090,AT4G36980,0.013416
AT1G68880,AT4G00310,0.013416
AT1G10120,AT5G25460,0.013416
AT5G65210,AT1G71697,0.013415
AT2G22850,AT2G23430,0.013415
AT5G15830,AT4G31100,0.013415
AT2G35530,AT1G05360,0.013415
AT4G35900,AT1G04010,0.013414
AT2G46510,AT4G19010,0.013414
AT5G65640,AT1G07420,0.013414
AT3G56850,AT5G15265,0.013413
AT2G24260,AT1G68880,0.013413
AT1G03970,AT1G19720,0.013413
AT3G59060,AT3G29575,0.013413
AT2G43060,AT3G26910,0.013412
AT5G51780,AT1G79650,0.013412
AT1G29950,AT3G11670,0.013412
AT4G36730,AT5G51690,0.013412
AT2G42280,AT1G68920,0.013411
AT4G38900,AT2G39805,0.013411
AT5G08130,AT5G10140,0.013411
AT2G43060,AT2G18950,0.013411
AT4G36540,AT3G02800,0.013411
AT1G01260,AT1G72650,0.013411
AT4G30980,AT1G78000,0.013411
AT5G10030,AT5G43850,0.01341
AT2G20180,AT1G50430,0.013409
AT3G54620,AT1G19150,0.013409
AT2G31370,AT5G16760,0.013408
AT2G43010,AT5G38860,0.013408
AT4G00050,AT3G23690,0.013408
AT2G47270,AT1G30550,0.013408
AT5G06960,AT3G18970,0.013407
AT1G35460,AT4G14660,0.013406
AT5G11260,AT3G51470,0.013406
AT5G61270,AT4G22890,0.013406
AT3G10800,AT1G17120,0.013406
AT4G01460,AT1G25275,0.013406
AT4G30980,AT4G24790,0.013406
AT2G41130,AT3G06868,0.013406
AT4G00480,AT4G34138,0.013404
AT1G03040,AT3G05700,0.013402
AT3G56850,AT1G06210,0.013402
AT3G19290,AT4G30620,0.013402
AT4G38900,AT3G27380,0.013401
AT3G58120,AT5G16990,0.013401
AT3G56850,AT3G63070,0.013401
AT5G57150,AT1G77090,0.013401
AT5G44080,AT2G21880,0.0134
AT1G74500,AT5G64180,0.013399
AT1G32640,AT3G03160,0.013399
AT3G05800,AT2G43330,0.013399
AT1G68880,AT1G71090,0.013398
AT1G61660,AT3G11670,0.013398
AT4G02640,AT2G14740,0.013398
AT1G73830,AT1G08200,0.013397
AT5G61270,AT3G09690,0.013397
AT1G68880,AT3G11050,0.013396
AT4G01120,AT5G08040,0.013396
AT5G46690,AT4G23050,0.013395
AT4G38900,AT3G47295,0.013394
AT1G59640,AT3G05020,0.013394
AT3G19290,AT3G52100,0.013393
AT4G02640,AT1G55480,0.013393
AT1G31050,AT3G13740,0.013393
AT5G65640,AT1G29310,0.013392
AT1G62975,AT3G21220,0.013392
AT1G09530,AT3G27380,0.01339
AT5G65210,AT1G59640,0.01339
AT5G54680,AT3G57570,0.01339
AT2G16770,AT4G20090,0.01339
AT1G31050,AT3G59210,0.013389
AT2G31730,AT1G66890,0.013389
AT1G08320,AT1G44350,0.013389
AT5G54680,AT4G36720,0.013388
AT5G38860,AT1G64980,0.013388
AT2G24260,AT1G65040,0.013387
AT1G12860,AT3G51960,0.013387
AT4G36540,AT5G45410,0.013386
AT4G36060,AT2G46810,0.013386
AT1G61660,AT5G01520,0.013386
AT1G06070,AT1G01830,0.013385
AT3G58120,AT4G04020,0.013385
AT4G29930,AT1G53670,0.013384
AT1G43700,AT2G15960,0.013384
AT5G49450,AT1G07420,0.013384
AT5G24800,AT3G61870,0.013384
AT4G00480,AT2G25880,0.013383
AT5G49450,AT2G44730,0.013383
AT4G17880,AT1G76240,0.013383
